HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,SIDE,LAKE,ENDO,COAST,ORDER,SORT,t_lag_h,D_test_h,D_ddf_h,cen_x,cen_y,arf,thr_pt,thr_mm
2060003240,0,2060003240,2060003240,0.0,0.0,23745.5,23745.5,211058,M,0,0,0,1,27,41.39647967107175,12.0,12.0,28.600901211412015,39.69976586235897,0.8908914586859243,58.62581233935921,52.22923547165899
2060003250,0,2060003250,2060003250,0.0,0.0,4562.9,4562.9,211059,M,0,0,1,0,28,22.11841848748246,12.0,12.0,29.892767341612867,40.71252797444664,0.9294931584913522,94.24201035521752,87.59730386764585
2069006310,2060003250,2060003250,2060003250,0.0,0.0,295.5,1394.8,211059,M,1,0,0,1,29,14.097985064799005,12.0,12.0,29.514604279774268,40.45625686645508,0.9497386433738206,67.65136942663676,64.25111982163517
2060003440,0,2060003440,2060003440,0.0,0.0,3161.1,3161.1,221100,M,0,0,1,0,30,19.238935500808516,12.0,12.0,29.717058991361903,41.02291039360897,0.936298263105014,98.85022038518316,92.55328965419484
2060003550,0,2060003550,2060003550,0.0,0.0,5292.3,62798.6,221201,M,0,0,0,1,31,59.90505827271863,12.0,12.0,30.52110314113176,40.761111111111134,0.8604099982145784,93.39942271358021,80.36179713023421
2060635490,2060003550,2060003550,2060003550,154.8,154.8,2441.5,2441.7,221202,M,0,0,0,2,32,17.440767180181012,12.0,12.0,29.601986940961265,40.13125000000002,0.9407761228365069,63.277197449607456,59.52967648060181
2060635540,2060003550,2060003550,2060003550,155.0,155.0,10617.4,55065.3,221203,M,0,0,0,1,33,56.98704702099576,12.0,12.0,30.861799064940143,40.232665506998714,0.8649184136689915,71.31099123296642,61.67818941438067
2060643290,2060635540,2060003550,2060003550,390.8,390.8,4598.1,4598.1,221204,M,0,0,0,2,34,22.18310352772152,12.0,12.0,32.285804448400285,40.338580152723544,0.9293447410971978,85.50051970688205,79.45945835066816
2060643360,2060635540,2060003550,2060003550,391.0,391.0,388.0,39849.8,221205,M,0,0,0,1,35,50.39697216535951,12.0,12.0,31.79375000000003,39.902083333333366,0.8754802617872264,58.60047749604486,51.30356137909382
2060646960,2060643360,2060003550,2060003550,433.3,433.3,7160.5,7160.7,221206,M,0,0,0,2,36,26.249775382582722,12.0,12.0,32.77902023329525,39.95833333333337,0.9203426388899276,88.83633292896012,81.75986507714333
2060647040,2060643360,2060003550,2060003550,433.5,433.5,358.4,32301.2,221207,M,0,0,0,1,37,46.5313442418273,12.0,12.0,31.86236698358608,39.76036741468645,0.8819471484714029,64.27455054974446,56.68675657662817
2060649640,2060647040,2060003550,2060003550,456.1,456.1,21143.5,21143.5,221208,M,0,0,0,2,38,39.61044521847869,12.0,12.0,31.94139693151051,38.84393497043189,0.8941072963198183,48.50141106259275,43.365465512870934
2060649630,2060647040,2060003550,2060003550,456.3,456.3,10834.0,10834.2,221209,M,0,0,0,1,39,30.723119624280272,12.0,12.0,30.027913846707882,39.362500000000026,0.9110672737581155,46.99075105253696,42.81173545328114
2060003560,0,2060003560,2060003560,0.0,0.0,29837.1,29837.1,221300,M,0,0,1,0,40,45.14919602247837,12.0,12.0,32.52521465086749,41.29559953477651,0.8843130411815047,74.09563381782927,65.52373527971574
2060004130,0,2060004130,2060004130,0.0,0.0,3864.4,75678.8,221401,M,0,0,0,1,41,64.30618114079054,12.0,12.0,35.52637072302035,41.3376762390137,0.8537873289116256,78.19303220834901,66.76022010866701
2060614870,2060004130,2060004130,2060004130,130.9,130.9,1016.0,64857.5,221403,M,0,0,0,1,42,60.643936885153444,12.0,12.0,34.92636240645627,41.2330496893989,0.8592836333557186,79.77754837148305,68.55154162485954
2060614750,2060004130,2060004130,2060004130,130.9,130.9,6957.7,6957.7,221402,M,0,0,0,2,43,25.964470782733468,12.0,12.0,34.195411587518436,41.40667546590172,0.9209548363881022,79.77754837148305,73.47151900790308
2060621250,2060614870,2060004130,2060004130,212.1,212.1,3377.7,3377.7,221404,M,0,0,0,2,44,19.72961077097121,12.0,12.0,33.34342152042961,40.8248233371311,0.9351092134944345,76.63480688273383,71.66191399041111
